时间 - A,Voltage [V] - A
27:43.6,0.145382
27:43.6,0.146668
27:43.6,0.14474
27:43.6,0.145704
27:43.6,0.144097
27:43.6,0.144418
27:43.6,0.143133
27:43.6,0.146025
27:43.6,0.145382
27:43.6,0.146025
27:43.6,0.145061
27:43.6,0.146346
27:43.6,0.144418
27:43.6,0.14474
27:43.6,0.14249
27:43.6,0.14474
27:43.6,0.145061
27:43.6,0.146668
27:43.6,0.145061
27:43.6,0.146346
27:43.6,0.144418
27:43.6,0.145061
27:43.6,0.143133
27:43.6,0.14474
27:43.6,0.14474
27:43.6,0.146668
27:43.6,0.14474
27:43.6,0.146346
27:43.6,0.144418
27:43.6,0.146025
27:43.6,0.144097
27:43.6,0.144097
27:43.6,0.142812
27:43.6,0.146346
27:43.6,0.14474
27:43.6,0.146346
27:43.6,0.14474
27:43.6,0.146346
27:43.6,0.144097
27:43.6,0.145061
27:43.6,0.142812
27:43.6,0.145061
27:43.6,0.145061
27:43.6,0.146668
27:43.6,0.145382
27:43.6,0.145704
27:43.6,0.14474
27:43.6,0.145704
27:43.6,0.143133
27:43.6,0.144418
27:43.6,0.144097
27:43.6,0.14731
27:43.6,0.145382
27:43.6,0.146668
27:43.6,0.14474
27:43.6,0.14474
27:43.6,0.143133
27:43.6,0.144097
27:43.6,0.144418
27:43.6,0.146025
27:43.6,0.14474
27:43.6,0.145704
27:43.6,0.145061
27:43.6,0.145382
27:43.6,0.142812
27:43.6,0.144097
27:43.6,0.143776
27:43.6,0.146668
27:43.6,0.145061
27:43.6,0.146346
27:43.6,0.14474
27:43.6,0.146025
27:43.6,0.143454
27:43.6,0.144097
27:43.6,0.14474
27:43.6,0.146346
27:43.6,0.144418
27:43.6,0.146025
27:43.6,0.14474
27:43.6,0.145704
27:43.6,0.144418
27:43.6,0.143776
27:43.6,0.142812
27:43.6,0.145382
27:43.6,0.145382
27:43.6,0.146346
27:43.6,0.144097
27:43.6,0.145061
27:43.6,0.144418
27:43.6,0.144418
27:43.6,0.143454
27:43.6,0.145704
27:43.6,0.14474
27:43.6,0.146025
27:43.6,0.145061
27:43.6,0.146025
27:43.6,0.144418
27:43.6,0.143776
27:43.6,0.14249
27:43.6,0.145704
27:43.6,0.145061
27:43.6,0.146668
27:43.6,0.145061
27:43.6,0.146346
27:43.6,0.143776
27:43.6,0.14474
27:43.6,0.143454
27:43.6,0.145061
27:43.6,0.145382
27:43.6,0.146346
27:43.6,0.145382
27:43.6,0.145382
27:43.6,0.144418
27:43.6,0.14474
27:43.6,0.14249
27:43.6,0.14474
27:43.6,0.145061
27:43.6,0.146346
27:43.6,0.145061
27:43.6,0.146025
27:43.6,0.14474
27:43.6,0.145704
27:43.6,0.143454
27:43.6,0.14474
27:43.6,0.144097
27:43.6,0.146025
27:43.6,0.145061
27:43.6,0.146668
27:43.6,0.14474
27:43.6,0.145382
27:43.6,0.144097
27:43.6,0.144097
27:43.6,0.143454
27:43.6,0.145704
27:43.6,0.14474
27:43.6,0.146025
27:43.6,0.145061
27:43.6,0.145382
27:43.6,0.144097
27:43.6,0.144418
27:43.6,0.142812
27:43.6,0.145382
27:43.6,0.144418
27:43.6,0.146025
27:43.6,0.145704
27:43.6,0.146346
27:43.6,0.144418
27:43.6,0.144418
27:43.6,0.143133
27:43.6,0.144097
27:43.6,0.14474
27:43.6,0.146025
27:43.6,0.145061
27:43.6,0.146025
27:43.6,0.144418
27:43.6,0.145382
27:43.6,0.143454
27:43.6,0.144097
27:43.6,0.14474
27:43.6,0.146346
27:43.6,0.145061
27:43.6,0.146346
27:43.6,0.14474
27:43.6,0.145704
27:43.6,0.143776
27:43.6,0.143454
27:43.6,0.144097
27:43.6,0.146025
27:43.6,0.145061
27:43.6,0.146025
27:43.6,0.14474
27:43.6,0.145382
27:43.6,0.143776
27:43.6,0.14474
27:43.6,0.143454
27:43.6,0.146346
27:43.6,0.145382
27:43.6,0.145704
27:43.6,0.14474
27:43.6,0.146346
27:43.6,0.144097
27:43.6,0.145061
27:43.6,0.14249
27:43.6,0.145061
27:43.6,0.145061
27:43.6,0.146025
27:43.6,0.14474
27:43.6,0.146346
27:43.6,0.144097
27:43.6,0.145061
27:43.6,0.142812
27:43.6,0.145382
27:43.6,0.14474
27:43.6,0.146668
27:43.6,0.145061
27:43.6,0.145704
27:43.6,0.145061
27:43.6,0.146025
27:43.6,0.143133
27:43.6,0.144097
27:43.6,0.144097
27:43.6,0.146346
27:43.6,0.144418
27:43.6,0.146668
27:43.6,0.14474
27:43.6,0.146025
27:43.6,0.143133
27:43.6,0.144097
27:43.6,0.143133
27:43.6,0.145382
27:43.6,0.145704
27:43.6,0.146346
27:43.6,0.144418
27:43.6,0.146025
27:43.6,0.14474
27:43.6,0.145061
27:43.6,0.142812
27:43.6,0.145704
27:43.6,0.14474
27:43.6,0.146025
27:43.6,0.144418
27:43.6,0.146346
27:43.6,0.144418
27:43.6,0.145061
27:43.6,0.143454
27:43.6,0.144418
27:43.6,0.144418
27:43.6,0.146346
27:43.6,0.145382
27:43.6,0.146346
27:43.6,0.144097
27:43.6,0.145382
27:43.6,0.142812
27:43.6,0.143776
27:43.6,0.144418
27:43.6,0.146346
27:43.6,0.145382
27:43.6,0.146346
27:43.6,0.145061
27:43.6,0.145382
27:43.6,0.143776
27:43.6,0.143776
27:43.6,0.143776
27:43.6,0.146025
27:43.6,0.145061
27:43.6,0.146668
27:43.6,0.144418
27:43.6,0.146025
27:43.6,0.144418
27:43.6,0.144418
27:43.6,0.143454
27:43.6,0.145704
27:43.6,0.14474
27:43.6,0.146668
27:43.6,0.145382
27:43.6,0.146346
27:43.6,0.144418
27:43.6,0.144097
27:43.6,0.143133
27:43.6,0.145382
27:43.6,0.145382
27:43.6,0.146346
27:43.6,0.145061
27:43.6,0.145704
27:43.6,0.144418
27:43.6,0.145061
27:43.6,0.143776
27:43.6,0.144418
27:43.6,0.145382
27:43.6,0.146668
27:43.6,0.14474
27:43.6,0.146025
27:43.6,0.145061
27:43.6,0.146025
27:43.6,0.142812
27:43.6,0.144097
27:43.6,0.14474
27:43.6,0.146989
27:43.6,0.145061
27:43.6,0.146025
27:43.6,0.143776
27:43.6,0.145061
27:43.6,0.143454
27:43.6,0.14474
27:43.6,0.143454
27:43.6,0.146346
27:43.6,0.145061
27:43.6,0.146346
27:43.6,0.144418
27:43.6,0.145704
27:43.6,0.143776
27:43.6,0.144097
27:43.6,0.143454
27:43.6,0.145704
27:43.6,0.14474
27:43.6,0.146668
27:43.6,0.14474
27:43.6,0.145704
27:43.6,0.143776
27:43.6,0.144418
27:43.6,0.143133
27:43.6,0.145382
27:43.6,0.145061
27:43.6,0.146346
27:43.6,0.14474
27:43.6,0.146025
27:43.6,0.144418
27:43.6,0.14474
27:43.6,0.142169
27:43.6,0.145061
27:43.6,0.14474
27:43.6,0.146025
27:43.6,0.14474
27:43.6,0.146668
27:43.6,0.144418
27:43.6,0.145061
27:43.6,0.142812
27:43.6,0.144097
27:43.6,0.14474
27:43.6,0.146668
27:43.6,0.145382
27:43.6,0.145704
27:43.6,0.144097
27:43.6,0.145704
27:43.6,0.144418
27:43.6,0.143776
27:43.6,0.144097
27:43.6,0.146346
27:43.6,0.145061
27:43.6,0.146025
27:43.6,0.144418
27:43.6,0.145382
27:43.6,0.143776
27:43.6,0.143776
27:43.6,0.143776
27:43.6,0.146025
27:43.6,0.146025
27:43.6,0.146025
27:43.6,0.145061
27:43.6,0.145382
27:43.6,0.143776
27:43.6,0.143776
27:43.6,0.143133
27:43.6,0.146025
27:43.6,0.145704
27:43.6,0.146346
27:43.6,0.145061
27:43.6,0.145382
27:43.6,0.144418
27:43.6,0.14474
27:43.6,0.143133
27:43.6,0.145704
27:43.6,0.144418
27:43.6,0.146346
27:43.6,0.144418
27:43.6,0.145382
27:43.6,0.143776
27:43.6,0.144418
27:43.6,0.143133
27:43.6,0.145382
27:43.6,0.144418
27:43.6,0.146346
27:43.6,0.145061
27:43.6,0.146025
27:43.6,0.144097
27:43.6,0.14474
27:43.6,0.14249
27:43.6,0.145061
27:43.6,0.145382
27:43.6,0.146346
27:43.6,0.145061
27:43.6,0.146025
27:43.6,0.144418
27:43.6,0.14474
27:43.6,0.143454
27:43.6,0.14474
27:43.6,0.144097
27:43.6,0.146668
27:43.6,0.14474
27:43.6,0.146346
27:43.6,0.14474
27:43.6,0.145061
27:43.6,0.143133
27:43.6,0.144418
27:43.6,0.144418
27:43.6,0.146989
27:43.6,0.144418
27:43.6,0.146346
27:43.6,0.144418
27:43.6,0.145704
27:43.6,0.14249
27:43.6,0.144097
27:43.6,0.144418
27:43.6,0.146025
27:43.6,0.14474
27:43.6,0.146025
27:43.6,0.14474
27:43.6,0.145061
27:43.6,0.143133
27:43.6,0.143133
27:43.6,0.144097
27:43.6,0.146025
27:43.6,0.145382
27:43.6,0.146346
27:43.6,0.144097
27:43.6,0.145061
27:43.6,0.14249
27:43.6,0.14474
27:43.6,0.14474
27:43.6,0.146025
27:43.6,0.144418
27:43.6,0.146025
27:43.6,0.14474
27:43.6,0.145704
27:43.6,0.143454
27:43.6,0.144418
27:43.6,0.143133
27:43.6,0.146668
27:43.6,0.145061
27:43.6,0.145704
27:43.6,0.144418
27:43.6,0.145382
27:43.6,0.144097
27:43.6,0.144097
27:43.6,0.143133
27:43.6,0.146025
27:43.6,0.145382
27:43.6,0.146025
27:43.6,0.14474
27:43.6,0.145382
27:43.6,0.144418
27:43.6,0.144418
27:43.6,0.14249
27:43.6,0.145382
27:43.6,0.14474
27:43.6,0.146989
27:43.6,0.145061
27:43.6,0.145704
27:43.6,0.144097
27:43.6,0.144418
27:43.6,0.143133
27:43.6,0.145704
27:43.6,0.144418
27:43.6,0.145382
27:43.6,0.144418
27:43.6,0.146346
27:43.6,0.144418
27:43.6,0.14474
27:43.6,0.143133
27:43.6,0.14474
27:43.6,0.14474
27:43.6,0.146025
27:43.6,0.14474
27:43.6,0.146025
27:43.6,0.145061
27:43.6,0.145382
27:43.6,0.14249
27:43.6,0.144418
27:43.6,0.14474
27:43.6,0.146346
27:43.6,0.14474
27:43.6,0.146025
27:43.6,0.145061
27:43.6,0.145704
27:43.6,0.142812
27:43.6,0.144097
27:43.6,0.144097
27:43.6,0.146668
27:43.6,0.14474
27:43.6,0.146025
27:43.6,0.14474
27:43.6,0.146346
27:43.7,0.144097
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.146668
27:43.7,0.14474
27:43.7,0.146346
27:43.7,0.144097
27:43.7,0.145704
27:43.7,0.144097
27:43.7,0.145382
27:43.7,0.143133
27:43.7,0.14474
27:43.7,0.145382
27:43.7,0.146346
27:43.7,0.145382
27:43.7,0.146668
27:43.7,0.144097
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.145061
27:43.7,0.145382
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.146346
27:43.7,0.145061
27:43.7,0.144418
27:43.7,0.14249
27:43.7,0.14474
27:43.7,0.145704
27:43.7,0.145704
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.145061
27:43.7,0.143133
27:43.7,0.144418
27:43.7,0.145061
27:43.7,0.145704
27:43.7,0.145061
27:43.7,0.145704
27:43.7,0.145382
27:43.7,0.145382
27:43.7,0.143454
27:43.7,0.143776
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.145382
27:43.7,0.146025
27:43.7,0.144097
27:43.7,0.146025
27:43.7,0.143776
27:43.7,0.143776
27:43.7,0.144097
27:43.7,0.146025
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.14474
27:43.7,0.143776
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.145382
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.14474
27:43.7,0.145704
27:43.7,0.143776
27:43.7,0.143776
27:43.7,0.142812
27:43.7,0.145382
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.145382
27:43.7,0.14474
27:43.7,0.146989
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.145704
27:43.7,0.142812
27:43.7,0.145382
27:43.7,0.144418
27:43.7,0.146989
27:43.7,0.14474
27:43.7,0.146668
27:43.7,0.144418
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.144418
27:43.7,0.146346
27:43.7,0.145061
27:43.7,0.146989
27:43.7,0.14474
27:43.7,0.145061
27:43.7,0.143454
27:43.7,0.14474
27:43.7,0.145382
27:43.7,0.146668
27:43.7,0.14474
27:43.7,0.146668
27:43.7,0.14474
27:43.7,0.145704
27:43.7,0.143133
27:43.7,0.14474
27:43.7,0.144418
27:43.7,0.146346
27:43.7,0.145061
27:43.7,0.146668
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.143776
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.146346
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.146668
27:43.7,0.143133
27:43.7,0.143454
27:43.7,0.143454
27:43.7,0.146668
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.144097
27:43.7,0.14474
27:43.7,0.143776
27:43.7,0.145704
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.145382
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.143776
27:43.7,0.14249
27:43.7,0.146346
27:43.7,0.145382
27:43.7,0.146668
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.145382
27:43.7,0.14249
27:43.7,0.14474
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.14474
27:43.7,0.146346
27:43.7,0.144418
27:43.7,0.14474
27:43.7,0.143133
27:43.7,0.14474
27:43.7,0.144097
27:43.7,0.146668
27:43.7,0.145061
27:43.7,0.146668
27:43.7,0.144418
27:43.7,0.145382
27:43.7,0.142812
27:43.7,0.144418
27:43.7,0.144418
27:43.7,0.146025
27:43.7,0.144097
27:43.7,0.146346
27:43.7,0.143776
27:43.7,0.146346
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.143454
27:43.7,0.146346
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.144418
27:43.7,0.145382
27:43.7,0.144097
27:43.7,0.14474
27:43.7,0.143454
27:43.7,0.146025
27:43.7,0.145382
27:43.7,0.146668
27:43.7,0.14474
27:43.7,0.145382
27:43.7,0.143776
27:43.7,0.144097
27:43.7,0.143454
27:43.7,0.146346
27:43.7,0.144418
27:43.7,0.145704
27:43.7,0.145382
27:43.7,0.145382
27:43.7,0.144097
27:43.7,0.144097
27:43.7,0.143776
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.145704
27:43.7,0.145382
27:43.7,0.145382
27:43.7,0.144418
27:43.7,0.14474
27:43.7,0.143454
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.144097
27:43.7,0.146025
27:43.7,0.144097
27:43.7,0.145061
27:43.7,0.142169
27:43.7,0.146346
27:43.7,0.145061
27:43.7,0.146668
27:43.7,0.144418
27:43.7,0.146668
27:43.7,0.144097
27:43.7,0.145382
27:43.7,0.143454
27:43.7,0.145382
27:43.7,0.145061
27:43.7,0.147953
27:43.7,0.14474
27:43.7,0.146989
27:43.7,0.14474
27:43.7,0.145704
27:43.7,0.143454
27:43.7,0.145704
27:43.7,0.144418
27:43.7,0.146989
27:43.7,0.145061
27:43.7,0.14731
27:43.7,0.145061
27:43.7,0.145382
27:43.7,0.143133
27:43.7,0.145382
27:43.7,0.145061
27:43.7,0.14731
27:43.7,0.145061
27:43.7,0.146668
27:43.7,0.145382
27:43.7,0.145704
27:43.7,0.14474
27:43.7,0.14474
27:43.7,0.145704
27:43.7,0.146025
27:43.7,0.146346
27:43.7,0.145382
27:43.7,0.145704
27:43.7,0.145704
27:43.7,0.144418
27:43.7,0.143776
27:43.7,0.145382
27:43.7,0.147632
27:43.7,0.146668
27:43.7,0.145704
27:43.7,0.147632
27:43.7,0.147953
27:43.7,0.146989
27:43.7,0.147632
27:43.7,0.144418
27:43.7,0.14474
27:43.7,0.148917
27:43.7,0.149881
27:43.7,0.14731
27:43.7,0.146025
27:43.7,0.14731
27:43.7,0.14474
27:43.7,0.146989
27:43.7,0.145382
27:43.7,0.152452
27:43.7,0.152773
27:43.7,0.156308
27:43.7,0.15213
27:43.7,0.152773
27:43.7,0.145704
27:43.7,0.152452
27:43.7,0.145704
27:43.7,0.158557
27:43.7,0.155665
27:43.7,0.153094
27:43.7,0.153416
27:43.7,0.161771
27:43.7,0.14474
27:43.7,0.170768
27:43.7,0.158236
27:43.7,0.153737
27:43.7,0.145061
27:43.7,0.161449
27:43.7,0.145382
27:43.7,0.166912
27:43.7,0.160164
27:43.7,0.163699
27:43.7,0.143133
27:43.7,0.166912
27:43.7,0.144097
27:43.7,0.178159
27:43.7,0.161771
27:43.7,0.158557
27:43.7,0.142812
27:43.7,0.175267
27:43.7,0.141848
27:43.7,0.157915
27:43.7,0.15438
27:43.7,0.161449
27:43.7,0.145382
27:43.7,0.152773
27:43.7,0.143776
27:43.7,0.14956
27:43.7,0.150524
27:43.7,0.145704
27:43.7,0.145704
27:43.7,0.146346
27:43.7,0.145382
27:43.7,0.146346
27:43.7,0.14474
27:43.7,0.145382
27:43.7,0.142169
27:43.7,0.144418
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.146668
27:43.7,0.144418
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.144418
27:43.7,0.144097
27:43.7,0.146346
27:43.7,0.14474
27:43.7,0.146346
27:43.7,0.14474
27:43.7,0.145704
27:43.7,0.143776
27:43.7,0.144097
27:43.7,0.143454
27:43.7,0.146668
27:43.7,0.144418
27:43.7,0.146668
27:43.7,0.145382
27:43.7,0.145704
27:43.7,0.144097
27:43.7,0.144418
27:43.7,0.143776
27:43.7,0.146346
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.145382
27:43.7,0.146025
27:43.7,0.143776
27:43.7,0.144418
27:43.7,0.143454
27:43.7,0.145704
27:43.7,0.145382
27:43.7,0.146346
27:43.7,0.144418
27:43.7,0.145704
27:43.7,0.144097
27:43.7,0.143776
27:43.7,0.143133
27:43.7,0.145382
27:43.7,0.14474
27:43.7,0.146346
27:43.7,0.143776
27:43.7,0.145704
27:43.7,0.143776
27:43.7,0.14474
27:43.7,0.143454
27:43.7,0.145382
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.144418
27:43.7,0.145704
27:43.7,0.14249
27:43.7,0.145382
27:43.7,0.144097
27:43.7,0.146346
27:43.7,0.14474
27:43.7,0.146346
27:43.7,0.14474
27:43.7,0.144418
27:43.7,0.142169
27:43.7,0.14474
27:43.7,0.144418
27:43.7,0.146025
27:43.7,0.144418
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.145382
27:43.7,0.143133
27:43.7,0.143776
27:43.7,0.144097
27:43.7,0.146668
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.145061
27:43.7,0.145382
27:43.7,0.143454
27:43.7,0.144418
27:43.7,0.143454
27:43.7,0.146668
27:43.7,0.14474
27:43.7,0.146668
27:43.7,0.14474
27:43.7,0.145382
27:43.7,0.143776
27:43.7,0.14474
27:43.7,0.143776
27:43.7,0.146025
27:43.7,0.145061
27:43.7,0.146989
27:43.7,0.14474
27:43.7,0.145704
27:43.7,0.143776
27:43.7,0.14474
27:43.7,0.143133
27:43.7,0.145704
27:43.7,0.14474
27:43.7,0.146668
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.144097
27:43.7,0.144418
27:43.7,0.142812
27:43.7,0.145704
27:43.7,0.144418
27:43.7,0.145704
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.144418
27:43.7,0.145061
27:43.7,0.142169
27:43.7,0.145382
27:43.7,0.14474
27:43.7,0.146668
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.144097
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.145704
27:43.7,0.145704
27:43.7,0.146346
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.145061
27:43.7,0.14249
27:43.7,0.145061
27:43.7,0.145382
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.146346
27:43.7,0.144418
27:43.7,0.14474
27:43.7,0.142169
27:43.7,0.145061
27:43.7,0.144097
27:43.7,0.146668
27:43.7,0.144418
27:43.7,0.145704
27:43.7,0.144097
27:43.7,0.145704
27:43.7,0.143454
27:43.7,0.144418
27:43.7,0.143776
27:43.7,0.146668
27:43.7,0.145061
27:43.7,0.145704
27:43.7,0.144418
27:43.7,0.146346
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.144418
27:43.7,0.146668
27:43.7,0.14474
27:43.7,0.145704
27:43.7,0.14474
27:43.7,0.145382
27:43.7,0.142812
27:43.7,0.143776
27:43.7,0.143776
27:43.7,0.146025
27:43.7,0.145382
27:43.7,0.146668
27:43.7,0.145061
27:43.7,0.146668
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.143776
27:43.7,0.146025
27:43.7,0.145061
27:43.7,0.145704
27:43.7,0.145061
27:43.7,0.145704
27:43.7,0.144097
27:43.7,0.144418
27:43.7,0.143454
27:43.7,0.145382
27:43.7,0.14474
27:43.7,0.146346
27:43.7,0.145061
27:43.7,0.145382
27:43.7,0.144418
27:43.7,0.14474
27:43.7,0.143454
27:43.7,0.145061
27:43.7,0.14474
27:43.7,0.146346
27:43.7,0.145382
27:43.7,0.145704
27:43.7,0.144418
27:43.7,0.14474
27:43.7,0.143133
27:43.7,0.146025
27:43.7,0.145382
27:43.7,0.146668
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.144097
27:43.7,0.145382
27:43.7,0.142169
27:43.7,0.145382
27:43.7,0.14474
27:43.7,0.146668
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.143776
27:43.7,0.145061
27:43.7,0.143454
27:43.7,0.144418
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.145704
27:43.7,0.146668
27:43.7,0.144418
27:43.7,0.145382
27:43.7,0.143133
27:43.7,0.14474
27:43.7,0.14474
27:43.7,0.146668
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.144418
27:43.7,0.144418
27:43.7,0.143776
27:43.7,0.145061
27:43.7,0.144418
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.145061
27:43.7,0.14249
27:43.7,0.144418
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.144418
27:43.7,0.145061
27:43.7,0.142812
27:43.7,0.145382
27:43.7,0.145061
27:43.7,0.146668
27:43.7,0.144418
27:43.7,0.146346
27:43.7,0.144097
27:43.7,0.144418
27:43.7,0.143454
27:43.7,0.14474
27:43.7,0.145382
27:43.7,0.145704
27:43.7,0.145382
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.14474
27:43.7,0.145382
27:43.7,0.146668
27:43.7,0.145382
27:43.7,0.146025
27:43.7,0.144097
27:43.7,0.145382
27:43.7,0.143133
27:43.7,0.144418
27:43.7,0.14474
27:43.7,0.146346
27:43.7,0.144418
27:43.7,0.145704
27:43.7,0.144097
27:43.7,0.14474
27:43.7,0.14249
27:43.7,0.14474
27:43.7,0.144097
27:43.7,0.146668
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.144418
27:43.7,0.145382
27:43.7,0.143454
27:43.7,0.14474
27:43.7,0.14474
27:43.7,0.146668
27:43.7,0.145061
27:43.7,0.145704
27:43.7,0.144418
27:43.7,0.145704
27:43.7,0.142812
27:43.7,0.144418
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.145704
27:43.7,0.146025
27:43.7,0.144097
27:43.7,0.145704
27:43.7,0.143776
27:43.7,0.144418
27:43.7,0.145061
27:43.7,0.145382
27:43.7,0.145061
27:43.7,0.146989
27:43.7,0.14474
27:43.7,0.145382
27:43.7,0.143454
27:43.7,0.143454
27:43.7,0.144097
27:43.7,0.146025
27:43.7,0.145061
27:43.7,0.145704
27:43.7,0.144418
27:43.7,0.146025
27:43.7,0.144097
27:43.7,0.14474
27:43.7,0.143454
27:43.7,0.145704
27:43.7,0.145704
27:43.7,0.146346
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.144097
27:43.7,0.143776
27:43.7,0.143454
27:43.7,0.145382
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.145382
27:43.7,0.146346
27:43.7,0.14474
27:43.7,0.145061
27:43.7,0.142812
27:43.7,0.145061
27:43.7,0.145061
27:43.7,0.146668
27:43.7,0.145382
27:43.7,0.146346
27:43.7,0.143776
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.145061
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.144418
27:43.7,0.145382
27:43.7,0.143776
27:43.7,0.143776
27:43.7,0.14474
27:43.7,0.146668
27:43.7,0.145061
27:43.7,0.145382
27:43.7,0.145061
27:43.7,0.145704
27:43.7,0.143133
27:43.7,0.144418
27:43.7,0.144097
27:43.7,0.146346
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.145061
27:43.7,0.145061
27:43.7,0.143776
27:43.7,0.144097
27:43.7,0.143454
27:43.7,0.146025
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.145704
27:43.7,0.145382
27:43.7,0.143776
27:43.7,0.143776
27:43.7,0.143776
27:43.7,0.145704
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.146025
27:43.7,0.143776
27:43.7,0.144418
27:43.7,0.14249
27:43.7,0.145382
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.145382
27:43.7,0.146346
27:43.7,0.144418
27:43.7,0.145061
27:43.7,0.142812
27:43.7,0.145061
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.14474
27:43.7,0.146346
27:43.7,0.144418
27:43.7,0.145061
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.145382
27:43.7,0.145704
27:43.7,0.14474
27:43.7,0.145704
27:43.7,0.145061
27:43.7,0.145061
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.145061
27:43.7,0.145704
27:43.7,0.144097
27:43.7,0.145382
27:43.7,0.143776
27:43.7,0.143776
27:43.7,0.144418
27:43.7,0.146025
27:43.7,0.14474
27:43.7,0.145704
27:43.7,0.14474
27:43.7,0.146346
27:43.7,0.143454
27:43.7,0.144097
27:43.7,0.144418
27:43.7,0.146346
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.144097
27:43.7,0.145382
27:43.7,0.14474
27:43.7,0.144418
27:43.7,0.143776
27:43.7,0.145704
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.145061
27:43.7,0.146346
27:43.7,0.144418
27:43.7,0.144097
27:43.7,0.14249
27:43.7,0.145382
27:43.7,0.144418
27:43.7,0.146668
27:43.7,0.145061
27:43.7,0.145704
27:43.7,0.144418
27:43.7,0.145382
27:43.7,0.14249
27:43.7,0.144418
27:43.7,0.14474
27:43.7,0.145704
27:43.7,0.14474
27:43.7,0.146346
27:43.7,0.144097
27:43.7,0.145061
27:43.7,0.143133
27:43.7,0.144418
27:43.7,0.145061
27:43.7,0.146025
27:43.7,0.145061
27:43.7,0.146668
27:43.7,0.145061
27:43.7,0.145382
27:43.7,0.143454
27:43.7,0.143776
27:43.7,0.144097
27:43.7,0.146346
27:43.7,0.14474
27:43.7,0.145382
27:43.7,0.14474
27:43.7,0.145704
