时间 - B,Voltage [V] - B
27:43.6,0.142169
27:43.6,0.142169
27:43.6,0.14474
27:43.6,0.143454
27:43.6,0.144097
27:43.6,0.143454
27:43.6,0.143133
27:43.6,0.141526
27:43.6,0.14249
27:43.6,0.141848
27:43.6,0.144097
27:43.6,0.14249
27:43.6,0.143454
27:43.6,0.142812
27:43.6,0.144097
27:43.6,0.142169
27:43.6,0.14249
27:43.6,0.141526
27:43.6,0.142812
27:43.6,0.142812
27:43.6,0.14474
27:43.6,0.142812
27:43.6,0.144418
27:43.6,0.142169
27:43.6,0.143133
27:43.6,0.140562
27:43.6,0.14249
27:43.6,0.14249
27:43.6,0.144097
27:43.6,0.142812
27:43.6,0.143776
27:43.6,0.142812
27:43.6,0.143776
27:43.6,0.141526
27:43.6,0.141526
27:43.6,0.141526
27:43.6,0.144418
27:43.6,0.143133
27:43.6,0.144097
27:43.6,0.143133
27:43.6,0.143776
27:43.6,0.141848
27:43.6,0.14249
27:43.6,0.140884
27:43.6,0.144097
27:43.6,0.143776
27:43.6,0.144097
27:43.6,0.142812
27:43.6,0.143454
27:43.6,0.14249
27:43.6,0.142812
27:43.6,0.141526
27:43.6,0.143454
27:43.6,0.143133
27:43.6,0.144097
27:43.6,0.143133
27:43.6,0.143454
27:43.6,0.142169
27:43.6,0.14249
27:43.6,0.140884
27:43.6,0.142812
27:43.6,0.142812
27:43.6,0.144097
27:43.6,0.14249
27:43.6,0.143776
27:43.6,0.142812
27:43.6,0.143454
27:43.6,0.141205
27:43.6,0.14249
27:43.6,0.14249
27:43.6,0.144418
27:43.6,0.143133
27:43.6,0.143776
27:43.6,0.142812
27:43.6,0.143133
27:43.6,0.141526
27:43.6,0.14249
27:43.6,0.142812
27:43.6,0.144097
27:43.6,0.14249
27:43.6,0.144418
27:43.6,0.142812
27:43.6,0.143454
27:43.6,0.141526
27:43.6,0.141848
27:43.6,0.141848
27:43.6,0.14474
27:43.6,0.143454
27:43.6,0.144097
27:43.6,0.143454
27:43.6,0.142812
27:43.6,0.140884
27:43.6,0.141848
27:43.6,0.142169
27:43.6,0.143776
27:43.6,0.143133
27:43.6,0.144418
27:43.6,0.142812
27:43.6,0.143454
27:43.6,0.141848
27:43.6,0.142812
27:43.6,0.142169
27:43.6,0.144097
27:43.6,0.143133
27:43.6,0.144097
27:43.6,0.14249
27:43.6,0.143776
27:43.6,0.141848
27:43.6,0.142169
27:43.6,0.141205
27:43.6,0.143454
27:43.6,0.143133
27:43.6,0.144418
27:43.6,0.143776
27:43.6,0.144097
27:43.6,0.14249
27:43.6,0.143133
27:43.6,0.140562
27:43.6,0.143776
27:43.6,0.143454
27:43.6,0.145061
27:43.6,0.143776
27:43.6,0.143776
27:43.6,0.141848
27:43.6,0.143133
27:43.6,0.141205
27:43.6,0.142812
27:43.6,0.142169
27:43.6,0.144418
27:43.6,0.143454
27:43.6,0.143776
27:43.6,0.142812
27:43.6,0.143776
27:43.6,0.141848
27:43.6,0.141848
27:43.6,0.141848
27:43.6,0.144097
27:43.6,0.143454
27:43.6,0.144097
27:43.6,0.14249
27:43.6,0.143454
27:43.6,0.141848
27:43.6,0.14249
27:43.6,0.141205
27:43.6,0.143776
27:43.6,0.143133
27:43.6,0.145061
27:43.6,0.143133
27:43.6,0.143776
27:43.6,0.141848
27:43.6,0.142169
27:43.6,0.140884
27:43.6,0.143454
27:43.6,0.14249
27:43.6,0.144418
27:43.6,0.143133
27:43.6,0.14474
27:43.6,0.14249
27:43.6,0.14249
27:43.6,0.140562
27:43.6,0.142812
27:43.6,0.14249
27:43.6,0.144418
27:43.6,0.143133
27:43.6,0.14474
27:43.6,0.143133
27:43.6,0.143454
27:43.6,0.141205
27:43.6,0.14249
27:43.6,0.142169
27:43.6,0.144418
27:43.6,0.143133
27:43.6,0.144418
27:43.6,0.142169
27:43.6,0.143454
27:43.6,0.141526
27:43.6,0.142169
27:43.6,0.142812
27:43.6,0.144097
27:43.6,0.143454
27:43.6,0.144097
27:43.6,0.142812
27:43.6,0.143454
27:43.6,0.141848
27:43.6,0.142169
27:43.6,0.141526
27:43.6,0.143776
27:43.6,0.143454
27:43.6,0.14474
27:43.6,0.14249
27:43.6,0.144097
27:43.6,0.142169
27:43.6,0.14249
27:43.6,0.140562
27:43.6,0.143133
27:43.6,0.143133
27:43.6,0.144418
27:43.6,0.142812
27:43.6,0.14474
27:43.6,0.14249
27:43.6,0.144097
27:43.6,0.140884
27:43.6,0.142812
27:43.6,0.142169
27:43.6,0.14474
27:43.6,0.143133
27:43.6,0.144418
27:43.6,0.142169
27:43.6,0.14474
27:43.6,0.142169
27:43.6,0.14249
27:43.6,0.141848
27:43.6,0.14474
27:43.6,0.143454
27:43.6,0.144097
27:43.6,0.14249
27:43.6,0.143776
27:43.6,0.141526
27:43.6,0.143133
27:43.6,0.141205
27:43.6,0.143776
27:43.6,0.143133
27:43.6,0.145061
27:43.6,0.143133
27:43.6,0.144097
27:43.6,0.14249
27:43.6,0.143133
27:43.6,0.140884
27:43.6,0.143133
27:43.6,0.143454
27:43.6,0.144418
27:43.6,0.143133
27:43.6,0.144418
27:43.6,0.142812
27:43.6,0.143133
27:43.6,0.141526
27:43.6,0.142812
27:43.6,0.143454
27:43.6,0.144418
27:43.6,0.143776
27:43.6,0.144097
27:43.6,0.142812
27:43.6,0.143776
27:43.6,0.140884
27:43.6,0.14249
27:43.6,0.142169
27:43.6,0.144097
27:43.6,0.142812
27:43.6,0.144097
27:43.6,0.143133
27:43.6,0.143776
27:43.6,0.140884
27:43.6,0.14249
27:43.6,0.141526
27:43.6,0.14474
27:43.6,0.143454
27:43.6,0.145061
27:43.6,0.14249
27:43.6,0.14474
27:43.6,0.14249
27:43.6,0.142812
27:43.6,0.140884
27:43.6,0.14474
27:43.6,0.143454
27:43.6,0.145382
27:43.6,0.143454
27:43.6,0.145061
27:43.6,0.142812
27:43.6,0.143133
27:43.6,0.141526
27:43.6,0.143776
27:43.6,0.143776
27:43.6,0.144418
27:43.6,0.143776
27:43.6,0.143454
27:43.6,0.143776
27:43.6,0.144097
27:43.6,0.142169
27:43.6,0.143776
27:43.6,0.144097
27:43.6,0.145061
27:43.6,0.144097
27:43.6,0.144097
27:43.6,0.144418
27:43.6,0.14249
27:43.6,0.143454
27:43.6,0.141526
27:43.6,0.144418
27:43.6,0.145061
27:43.6,0.146989
27:43.6,0.144097
27:43.6,0.145061
27:43.6,0.143133
27:43.6,0.145061
27:43.6,0.141848
27:43.6,0.14731
27:43.6,0.142812
27:43.6,0.146346
27:43.6,0.142812
27:43.6,0.146346
27:43.6,0.143133
27:43.6,0.145382
27:43.6,0.142169
27:43.6,0.146025
27:43.6,0.143776
27:43.6,0.147953
27:43.6,0.143454
27:43.6,0.149881
27:43.6,0.143454
27:43.6,0.151166
27:43.6,0.146668
27:43.6,0.147632
27:43.6,0.14249
27:43.6,0.155022
27:43.6,0.144097
27:43.6,0.153416
27:43.6,0.143133
27:43.6,0.1592
27:43.6,0.141848
27:43.6,0.159843
27:43.6,0.142169
27:43.6,0.157272
27:43.6,0.138634
27:43.6,0.160807
27:43.6,0.141526
27:43.6,0.162735
27:43.6,0.143133
27:43.6,0.160485
27:43.6,0.136706
27:43.6,0.16402
27:43.6,0.142169
27:43.6,0.16402
27:43.6,0.137992
27:43.6,0.176873
27:43.6,0.134136
27:43.6,0.16402
27:43.6,0.155344
27:43.6,0.173981
27:43.6,0.138313
27:43.6,0.169161
27:43.6,0.155344
27:43.6,0.157272
27:43.6,0.151166
27:43.6,0.153094
27:43.6,0.138634
27:43.6,0.14731
27:43.6,0.150845
27:43.6,0.146025
27:43.6,0.143133
27:43.6,0.144097
27:43.6,0.142812
27:43.6,0.143454
27:43.6,0.140884
27:43.6,0.142812
27:43.6,0.143133
27:43.6,0.14474
27:43.6,0.143133
27:43.6,0.144097
27:43.6,0.141848
27:43.6,0.143133
27:43.6,0.141205
27:43.6,0.14249
27:43.6,0.142169
27:43.6,0.144418
27:43.6,0.14249
27:43.6,0.144097
27:43.6,0.14249
27:43.6,0.142812
27:43.6,0.141205
27:43.6,0.143133
27:43.6,0.142169
27:43.6,0.144418
27:43.6,0.142812
27:43.6,0.14474
27:43.6,0.143133
27:43.6,0.143454
27:43.6,0.141205
27:43.6,0.142812
27:43.6,0.142169
27:43.6,0.144418
27:43.6,0.143133
27:43.6,0.144097
27:43.6,0.142812
27:43.6,0.143454
27:43.6,0.142169
27:43.6,0.14249
27:43.6,0.14249
27:43.6,0.14474
27:43.6,0.143454
27:43.6,0.143776
27:43.6,0.14249
27:43.6,0.144097
27:43.6,0.141526
27:43.6,0.142812
27:43.6,0.141205
27:43.6,0.144418
27:43.6,0.143454
27:43.6,0.144418
27:43.6,0.14249
27:43.6,0.143454
27:43.6,0.141848
27:43.6,0.14249
27:43.6,0.141848
27:43.6,0.143776
27:43.6,0.142812
27:43.6,0.14474
27:43.6,0.142812
27:43.6,0.14474
27:43.6,0.141848
27:43.6,0.141526
27:43.6,0.141848
27:43.6,0.144097
27:43.6,0.143133
27:43.6,0.144097
27:43.6,0.142812
27:43.6,0.144097
27:43.6,0.142812
27:43.6,0.141848
27:43.6,0.140884
27:43.6,0.143776
27:43.6,0.143454
27:43.6,0.14474
27:43.6,0.143133
27:43.6,0.143776
27:43.6,0.14249
27:43.6,0.142812
27:43.6,0.140562
27:43.6,0.143454
27:43.6,0.143133
27:43.6,0.144418
27:43.6,0.14249
27:43.6,0.144418
27:43.6,0.142169
27:43.6,0.142812
27:43.6,0.141205
27:43.6,0.143454
27:43.6,0.143133
27:43.6,0.144097
27:43.6,0.142812
27:43.6,0.14474
27:43.6,0.142169
27:43.6,0.143454
27:43.6,0.140562
27:43.6,0.14249
27:43.6,0.141848
27:43.6,0.14474
27:43.6,0.142812
27:43.6,0.14474
27:43.6,0.142169
27:43.6,0.144097
27:43.6,0.140884
27:43.6,0.142169
27:43.6,0.141848
27:43.6,0.14474
27:43.6,0.143133
27:43.6,0.144097
27:43.6,0.14249
27:43.6,0.144097
27:43.6,0.141526
27:43.6,0.142169
27:43.6,0.141848
27:43.6,0.14474
27:43.6,0.142812
27:43.6,0.143454
27:43.6,0.142812
27:43.6,0.144418
27:43.6,0.142169
27:43.6,0.142812
27:43.6,0.141526
27:43.6,0.144097
27:43.6,0.143133
27:43.6,0.144097
27:43.7,0.142812
27:43.7,0.14474
27:43.7,0.14249
27:43.7,0.142812
27:43.7,0.140562
27:43.7,0.143133
27:43.7,0.143133
27:43.7,0.144418
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.143776
27:43.7,0.141205
27:43.7,0.142169
27:43.7,0.142812
27:43.7,0.144418
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.143776
27:43.7,0.141848
27:43.7,0.141848
27:43.7,0.142169
27:43.7,0.145061
27:43.7,0.143133
27:43.7,0.144418
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.141526
27:43.7,0.14249
27:43.7,0.14249
27:43.7,0.145061
27:43.7,0.142812
27:43.7,0.144418
27:43.7,0.14249
27:43.7,0.144097
27:43.7,0.141848
27:43.7,0.141848
27:43.7,0.141526
27:43.7,0.144418
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.14249
27:43.7,0.14249
27:43.7,0.141205
27:43.7,0.144097
27:43.7,0.143454
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.14249
27:43.7,0.141205
27:43.7,0.143454
27:43.7,0.143133
27:43.7,0.14474
27:43.7,0.143133
27:43.7,0.14474
27:43.7,0.142169
27:43.7,0.142812
27:43.7,0.141205
27:43.7,0.14249
27:43.7,0.143454
27:43.7,0.144418
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.14249
27:43.7,0.143776
27:43.7,0.140562
27:43.7,0.142169
27:43.7,0.142812
27:43.7,0.144418
27:43.7,0.143454
27:43.7,0.14474
27:43.7,0.142169
27:43.7,0.143776
27:43.7,0.141205
27:43.7,0.14249
27:43.7,0.142812
27:43.7,0.145061
27:43.7,0.142812
27:43.7,0.143776
27:43.7,0.142169
27:43.7,0.144097
27:43.7,0.141205
27:43.7,0.14249
27:43.7,0.142169
27:43.7,0.144418
27:43.7,0.143133
27:43.7,0.145061
27:43.7,0.14249
27:43.7,0.143454
27:43.7,0.141526
27:43.7,0.141848
27:43.7,0.141848
27:43.7,0.144418
27:43.7,0.142169
27:43.7,0.144418
27:43.7,0.143133
27:43.7,0.143454
27:43.7,0.142169
27:43.7,0.14249
27:43.7,0.141526
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.143454
27:43.7,0.143776
27:43.7,0.141848
27:43.7,0.142169
27:43.7,0.141526
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.141848
27:43.7,0.143133
27:43.7,0.140562
27:43.7,0.143454
27:43.7,0.142812
27:43.7,0.144418
27:43.7,0.143133
27:43.7,0.144418
27:43.7,0.142169
27:43.7,0.143133
27:43.7,0.141205
27:43.7,0.143133
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.14249
27:43.7,0.144418
27:43.7,0.14249
27:43.7,0.14249
27:43.7,0.140884
27:43.7,0.143454
27:43.7,0.143133
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.142169
27:43.7,0.143776
27:43.7,0.140884
27:43.7,0.142812
27:43.7,0.143454
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.143454
27:43.7,0.142812
27:43.7,0.143776
27:43.7,0.141848
27:43.7,0.143133
27:43.7,0.14249
27:43.7,0.14474
27:43.7,0.143454
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.142812
27:43.7,0.140884
27:43.7,0.142169
27:43.7,0.14249
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.14249
27:43.7,0.144097
27:43.7,0.141848
27:43.7,0.142169
27:43.7,0.141526
27:43.7,0.144418
27:43.7,0.143454
27:43.7,0.144097
27:43.7,0.14249
27:43.7,0.143454
27:43.7,0.142169
27:43.7,0.142169
27:43.7,0.140562
27:43.7,0.143776
27:43.7,0.143454
27:43.7,0.143454
27:43.7,0.14249
27:43.7,0.143454
27:43.7,0.142169
27:43.7,0.14249
27:43.7,0.141526
27:43.7,0.143776
27:43.7,0.142169
27:43.7,0.14474
27:43.7,0.143454
27:43.7,0.143776
27:43.7,0.14249
27:43.7,0.14249
27:43.7,0.140884
27:43.7,0.143454
27:43.7,0.143454
27:43.7,0.144097
27:43.7,0.14249
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.142812
27:43.7,0.140884
27:43.7,0.143133
27:43.7,0.142812
27:43.7,0.143776
27:43.7,0.142812
27:43.7,0.144418
27:43.7,0.14249
27:43.7,0.143776
27:43.7,0.140562
27:43.7,0.143133
27:43.7,0.142812
27:43.7,0.143776
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.142169
27:43.7,0.143454
27:43.7,0.141526
27:43.7,0.142169
27:43.7,0.143454
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.143776
27:43.7,0.14249
27:43.7,0.142812
27:43.7,0.141205
27:43.7,0.141848
27:43.7,0.142812
27:43.7,0.143776
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.143454
27:43.7,0.142812
27:43.7,0.141848
27:43.7,0.14249
27:43.7,0.141526
27:43.7,0.144418
27:43.7,0.143776
27:43.7,0.14474
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.141526
27:43.7,0.142812
27:43.7,0.141205
27:43.7,0.143776
27:43.7,0.143454
27:43.7,0.144418
27:43.7,0.143133
27:43.7,0.143776
27:43.7,0.142812
27:43.7,0.143133
27:43.7,0.141205
27:43.7,0.143454
27:43.7,0.142812
27:43.7,0.144418
27:43.7,0.143776
27:43.7,0.144418
27:43.7,0.141848
27:43.7,0.142169
27:43.7,0.141205
27:43.7,0.144097
27:43.7,0.142169
27:43.7,0.144418
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.14249
27:43.7,0.140884
27:43.7,0.143133
27:43.7,0.143776
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.14474
27:43.7,0.14249
27:43.7,0.143133
27:43.7,0.141205
27:43.7,0.142812
27:43.7,0.142812
27:43.7,0.14474
27:43.7,0.143133
27:43.7,0.143776
27:43.7,0.142812
27:43.7,0.143133
27:43.7,0.141526
27:43.7,0.141848
27:43.7,0.141526
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.14474
27:43.7,0.143133
27:43.7,0.143133
27:43.7,0.141526
27:43.7,0.142812
27:43.7,0.141848
27:43.7,0.144418
27:43.7,0.14249
27:43.7,0.144418
27:43.7,0.143133
27:43.7,0.143133
27:43.7,0.141848
27:43.7,0.142169
27:43.7,0.141848
27:43.7,0.144418
27:43.7,0.143133
27:43.7,0.143776
27:43.7,0.142169
27:43.7,0.144097
27:43.7,0.14249
27:43.7,0.141848
27:43.7,0.141526
27:43.7,0.143776
27:43.7,0.142812
27:43.7,0.144418
27:43.7,0.142812
27:43.7,0.143776
27:43.7,0.14249
27:43.7,0.142812
27:43.7,0.141205
27:43.7,0.143454
27:43.7,0.143454
27:43.7,0.144418
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.141848
27:43.7,0.142812
27:43.7,0.140562
27:43.7,0.142812
27:43.7,0.14249
27:43.7,0.144418
27:43.7,0.142812
27:43.7,0.143454
27:43.7,0.141848
27:43.7,0.142812
27:43.7,0.141205
27:43.7,0.143133
27:43.7,0.142812
27:43.7,0.144418
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.143776
27:43.7,0.140241
27:43.7,0.142169
27:43.7,0.143454
27:43.7,0.144418
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.143454
27:43.7,0.143776
27:43.7,0.141205
27:43.7,0.141848
27:43.7,0.14249
27:43.7,0.144418
27:43.7,0.14249
27:43.7,0.143776
27:43.7,0.143133
27:43.7,0.143133
27:43.7,0.141526
27:43.7,0.141526
27:43.7,0.141848
27:43.7,0.14474
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.142812
27:43.7,0.142169
27:43.7,0.14249
27:43.7,0.141526
27:43.7,0.144418
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.143776
27:43.7,0.14249
27:43.7,0.141848
27:43.7,0.141526
27:43.7,0.143133
27:43.7,0.143133
27:43.7,0.143776
27:43.7,0.142812
27:43.7,0.143454
27:43.7,0.141526
27:43.7,0.14249
27:43.7,0.141526
27:43.7,0.142812
27:43.7,0.143133
27:43.7,0.144418
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.14249
27:43.7,0.141205
27:43.7,0.14249
27:43.7,0.143454
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.143776
27:43.7,0.14249
27:43.7,0.142812
27:43.7,0.141205
27:43.7,0.142812
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.143454
27:43.7,0.142812
27:43.7,0.143133
27:43.7,0.141526
27:43.7,0.142812
27:43.7,0.14249
27:43.7,0.143454
27:43.7,0.143454
27:43.7,0.143454
27:43.7,0.143133
27:43.7,0.143776
27:43.7,0.141526
27:43.7,0.142169
27:43.7,0.141848
27:43.7,0.143454
27:43.7,0.142812
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.143454
27:43.7,0.141526
27:43.7,0.142169
27:43.7,0.14249
27:43.7,0.144097
27:43.7,0.143776
27:43.7,0.143454
27:43.7,0.142812
27:43.7,0.143133
27:43.7,0.14249
27:43.7,0.141526
27:43.7,0.141526
27:43.7,0.143776
27:43.7,0.143454
27:43.7,0.144097
27:43.7,0.143454
27:43.7,0.143454
27:43.7,0.142169
27:43.7,0.141848
27:43.7,0.141848
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.143454
27:43.7,0.143776
27:43.7,0.143454
27:43.7,0.141848
27:43.7,0.142169
27:43.7,0.140884
27:43.7,0.143776
27:43.7,0.143133
27:43.7,0.143776
27:43.7,0.14249
27:43.7,0.144097
27:43.7,0.14249
27:43.7,0.141848
27:43.7,0.140562
27:43.7,0.143776
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.14474
27:43.7,0.142169
27:43.7,0.143133
27:43.7,0.140884
27:43.7,0.143776
27:43.7,0.143454
27:43.7,0.143776
27:43.7,0.142812
27:43.7,0.143454
27:43.7,0.14249
27:43.7,0.143454
27:43.7,0.140884
27:43.7,0.142812
27:43.7,0.14249
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.143776
27:43.7,0.142812
27:43.7,0.141205
27:43.7,0.143454
27:43.7,0.143133
27:43.7,0.144418
27:43.7,0.14249
27:43.7,0.143776
27:43.7,0.14249
27:43.7,0.143454
27:43.7,0.140884
27:43.7,0.14249
27:43.7,0.14249
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.143776
27:43.7,0.142812
27:43.7,0.143454
27:43.7,0.140884
27:43.7,0.142169
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.14474
27:43.7,0.142169
27:43.7,0.143133
27:43.7,0.142169
27:43.7,0.143776
27:43.7,0.141848
27:43.7,0.144097
27:43.7,0.143454
27:43.7,0.145061
27:43.7,0.142812
27:43.7,0.143454
27:43.7,0.141205
27:43.7,0.142812
27:43.7,0.141205
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.144418
27:43.7,0.14249
27:43.7,0.144418
27:43.7,0.141848
27:43.7,0.141848
27:43.7,0.141205
27:43.7,0.144418
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.143133
27:43.7,0.141848
27:43.7,0.14249
27:43.7,0.141526
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.14474
27:43.7,0.143454
27:43.7,0.143454
27:43.7,0.141526
27:43.7,0.141848
27:43.7,0.140884
27:43.7,0.143133
27:43.7,0.143133
27:43.7,0.144418
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.142169
27:43.7,0.141848
27:43.7,0.141205
27:43.7,0.144418
27:43.7,0.143454
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.143454
27:43.7,0.142812
27:43.7,0.142169
27:43.7,0.141205
27:43.7,0.143776
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.143776
27:43.7,0.14249
27:43.7,0.143133
27:43.7,0.141526
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.143776
27:43.7,0.143133
27:43.7,0.143776
27:43.7,0.142169
27:43.7,0.142812
27:43.7,0.140884
27:43.7,0.144097
27:43.7,0.143454
27:43.7,0.144418
27:43.7,0.143133
27:43.7,0.143454
27:43.7,0.14249
27:43.7,0.14249
27:43.7,0.141205
27:43.7,0.143776
27:43.7,0.142812
27:43.7,0.143454
27:43.7,0.142812
27:43.7,0.143133
27:43.7,0.142169
27:43.7,0.14249
27:43.7,0.141205
27:43.7,0.142812
27:43.7,0.143133
27:43.7,0.144418
27:43.7,0.143133
27:43.7,0.143454
27:43.7,0.14249
27:43.7,0.142812
27:43.7,0.141526
27:43.7,0.14249
27:43.7,0.144097
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.142169
27:43.7,0.140884
27:43.7,0.143776
27:43.7,0.143454
27:43.7,0.144097
27:43.7,0.142169
27:43.7,0.144418
27:43.7,0.142169
27:43.7,0.143776
27:43.7,0.140241
27:43.7,0.143454
27:43.7,0.143133
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.143776
27:43.7,0.142169
27:43.7,0.143776
27:43.7,0.140562
27:43.7,0.143776
27:43.7,0.142169
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.144418
27:43.7,0.14249
27:43.7,0.143133
27:43.7,0.140884
27:43.7,0.143454
27:43.7,0.143454
27:43.7,0.14474
27:43.7,0.143454
27:43.7,0.14474
27:43.7,0.14249
27:43.7,0.143133
27:43.7,0.140884
27:43.7,0.14249
27:43.7,0.142812
27:43.7,0.14474
27:43.7,0.143454
27:43.7,0.143454
27:43.7,0.142812
27:43.7,0.143454
27:43.7,0.142169
27:43.7,0.141848
27:43.7,0.14249
27:43.7,0.144097
27:43.7,0.143454
27:43.7,0.144097
27:43.7,0.144097
27:43.7,0.143776
27:43.7,0.141526
27:43.7,0.142169
27:43.7,0.141848
27:43.7,0.145061
27:43.7,0.142812
27:43.7,0.14474
27:43.7,0.143454
27:43.7,0.144097
27:43.7,0.141526
27:43.7,0.143133
27:43.7,0.140884
27:43.7,0.144097
27:43.7,0.14249
27:43.7,0.145382
27:43.7,0.14249
27:43.7,0.145382
27:43.7,0.141848
27:43.7,0.143776
27:43.7,0.141526
27:43.7,0.14474
27:43.7,0.143133
27:43.7,0.145382
27:43.7,0.143133
27:43.7,0.145061
27:43.7,0.142812
27:43.7,0.143776
27:43.7,0.141848
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.144418
27:43.7,0.144097
27:43.7,0.14474
27:43.7,0.143133
27:43.7,0.144097
27:43.7,0.143454
27:43.7,0.143776
27:43.7,0.14474
27:43.7,0.144418
27:43.7,0.14474
27:43.7,0.145061
27:43.7,0.145704
27:43.7,0.14249
27:43.7,0.14474
27:43.7,0.141848
27:43.7,0.146346
27:43.7,0.146668
27:43.7,0.145704
27:43.7,0.144097
27:43.7,0.14474
27:43.7,0.143133
27:43.7,0.14474
27:43.7,0.143454
27:43.7,0.14474
27:43.7,0.144418
27:43.7,0.146668
27:43.7,0.143454
27:43.7,0.146025
27:43.7,0.143776
27:43.7,0.145704
27:43.7,0.141848
27:43.7,0.145382
27:43.7,0.143776
27:43.7,0.147632
27:43.7,0.145061
27:43.7,0.148917
27:43.7,0.14474
27:43.7,0.153737
27:43.7,0.141848
27:43.7,0.148274
27:43.7,0.143133
27:43.7,0.15213
27:43.7,0.146025
27:43.7,0.151809
27:43.7,0.145382
27:43.7,0.155344
27:43.7,0.152452
27:43.7,0.156951
27:43.7,0.140884
27:43.7,0.158557
27:43.7,0.146346
27:43.7,0.164341
27:43.7,0.140884
27:43.7,0.161128
27:43.7,0.150202
27:43.7,0.164341
27:43.7,0.145061
27:43.7,0.162735
27:43.7,0.146025
27:43.7,0.163377
27:43.7,0.14474
27:43.7,0.165948
27:43.7,0.143776
27:43.7,0.16402
27:43.7,0.143776
27:43.7,0.166269
27:43.7,0.160807
27:43.7,0.174624
27:43.7,0.138313
27:43.7,0.168197
27:43.7,0.138634
27:43.7,0.164341
27:43.7,0.140884
27:43.7,0.157272
27:43.7,0.141205
27:43.7,0.149238
27:43.7,0.149881
27:43.7,0.145382
27:43.7,0.145061
27:43.7,0.14249
27:43.7,0.140562
27:43.7,0.143454
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.141848
27:43.7,0.143454
27:43.7,0.141205
27:43.7,0.143454
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.143776
27:43.7,0.14249
27:43.7,0.143454
27:43.7,0.141205
27:43.7,0.14249
27:43.7,0.14249
27:43.7,0.143776
27:43.7,0.143454
27:43.7,0.144418
27:43.7,0.14249
27:43.7,0.144097
27:43.7,0.141205
27:43.7,0.141848
27:43.7,0.141848
27:43.7,0.14474
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.142812
27:43.7,0.144097
27:43.7,0.141848
27:43.7,0.14249
27:43.7,0.141205
27:43.7,0.144097
27:43.7,0.143133
27:43.7,0.145061
